"","session ID","colour","country","model photography","order","Page_max","Page_mean","mode_page1","price"
"4584",4584,4,29,1,3,1,1,4,34
"4585",4585,1,9,1,6,2,1,1,50
"4586",4586,10,44,1,1,1,1,2,52
"4587",4587,4,46,1,1,1,1,3,48
"4588",4588,10,46,1,1,1,1,2,52
"4589",4589,3,46,1,1,1,1,1,38
"4590",4590,3,46,1,1,1,1,1,72
"4591",4591,3,46,1,1,1,1,1,43
"4592",4592,3,29,1,10,3,1,1,48
"4593",4593,11,29,1,1,1,1,3,48
"4594",4594,3,9,1,24,2,1,1,47
"4595",4595,1,29,1,7,2,1,1,43
"4596",4596,4,29,1,6,1,1,1,39
"4597",4597,2,29,1,11,1,1,3,43
"4598",4598,4,29,1,17,3,1,1,39
"4599",4599,1,29,1,7,4,2,1,42
"4600",4600,4,29,2,1,1,1,4,38
"4601",4601,14,29,1,53,5,2,4,31
"4602",4602,6,9,2,4,3,2,3,37
"4603",4603,3,9,1,6,2,1,1,46
"4604",4604,6,46,1,2,2,1,2,38
"4605",4605,2,9,2,1,1,1,3,48
"4606",4606,3,9,1,17,4,1,1,46
"4607",4607,2,29,1,19,3,1,3,39
"4608",4608,1,9,1,4,1,1,1,42
"4609",4609,2,29,1,4,2,1,2,48
"4610",4610,13,29,2,1,2,2,3,48
"4611",4611,3,29,1,1,1,1,1,43
"4612",4612,3,34,1,4,1,1,1,41
"4613",4613,3,44,1,4,1,1,3,39
"4614",4614,3,44,1,25,4,1,1,40
"4615",4615,2,29,1,13,2,1,1,48
"4616",4616,6,29,1,3,1,1,2,42
"4617",4617,4,29,2,1,1,1,4,38
"4618",4618,9,29,1,1,2,2,2,57
"4619",4619,4,29,1,2,1,1,1,35
"4620",4620,3,29,1,3,4,2,4,31
"4621",4621,2,29,1,4,2,1,1,39
"4622",4622,4,29,1,7,3,1,1,39
"4623",4623,4,29,1,9,3,1,4,40
"4624",4624,6,24,1,1,1,1,3,33
"4625",4625,2,29,1,9,1,1,2,48
"4626",4626,6,29,1,21,4,2,2,40
"4627",4627,9,29,1,9,2,1,2,49
"4628",4628,2,29,1,6,2,1,2,58
"4629",4629,2,29,1,5,5,2,1,39
"4630",4630,2,29,1,12,1,1,1,42
"4631",4631,3,9,1,8,3,1,3,43
"4632",4632,5,9,2,4,4,2,3,46
"4633",4633,12,9,1,8,2,1,2,49
"4634",4634,1,9,1,2,2,1,1,45
"4635",4635,2,29,1,18,4,2,2,44
"4636",4636,11,29,1,5,2,2,2,53
"4637",4637,3,38,2,1,1,1,1,38
"4638",4638,4,29,1,3,1,1,1,33
"4639",4639,3,29,1,1,1,1,1,72
"4640",4640,2,12,2,1,2,2,3,28
"4641",4641,3,29,1,3,1,1,1,56
"4642",4642,2,24,1,9,2,1,2,52
"4643",4643,6,9,1,14,4,1,3,39
"4644",4644,9,3,1,43,4,2,3,39
"4645",4645,1,29,1,15,3,1,1,39
"4646",4646,3,29,1,8,1,1,1,45
"4647",4647,1,9,1,15,3,1,1,46
"4648",4648,2,9,1,6,2,1,2,46
"4649",4649,7,29,1,1,2,2,2,38
"4650",4650,2,29,1,5,1,1,2,47
"4651",4651,7,29,1,1,2,2,2,38
"4652",4652,4,29,1,15,4,1,4,41
"4653",4653,2,9,1,2,1,1,1,40
"4654",4654,9,29,2,14,4,2,4,34
"4655",4655,12,29,1,12,3,1,2,44
"4656",4656,4,37,2,6,4,2,4,37
"4657",4657,14,37,2,2,3,3,3,28
"4658",4658,1,21,1,7,1,1,1,38
"4659",4659,9,29,1,33,4,2,4,39
"4660",4660,2,9,1,5,2,1,3,39
"4661",4661,1,29,1,4,1,1,1,36
"4662",4662,3,29,1,2,1,1,1,62
"4663",4663,7,29,1,1,1,1,4,33
"4664",4664,4,29,1,94,5,2,4,35
"4665",4665,2,29,1,3,2,1,2,47
"4666",4666,10,29,1,4,1,1,2,46
"4667",4667,6,29,1,9,3,1,2,47
"4668",4668,3,29,1,2,1,1,1,52
"4669",4669,2,9,1,8,1,1,2,47
"4670",4670,3,29,1,4,1,1,1,44
"4671",4671,4,29,2,4,4,2,4,34
"4672",4672,2,29,1,11,2,1,1,47
"4673",4673,6,29,1,4,5,3,2,45
"4674",4674,3,29,1,6,4,1,1,41
"4675",4675,2,29,1,26,4,2,4,40
"4676",4676,14,29,1,2,1,1,3,48
"4677",4677,13,29,1,3,2,2,2,44
"4678",4678,14,29,1,5,3,2,4,34
"4679",4679,2,29,1,23,3,1,1,44
"4680",4680,2,29,1,5,2,1,2,59
"4681",4681,2,29,2,5,1,1,4,37
"4682",4682,10,29,1,2,1,1,2,52
"4683",4683,1,29,1,3,1,1,1,38
"4684",4684,2,29,1,12,2,1,2,51
"4685",4685,10,29,1,1,1,1,2,52
"4686",4686,13,29,1,1,1,1,3,48
"4687",4687,2,29,1,13,1,1,4,46
"4688",4688,2,29,1,2,1,1,4,40
"4689",4689,2,29,1,3,1,1,4,38
"4690",4690,3,29,1,1,1,1,1,62
"4691",4691,2,29,1,11,4,1,2,44
"4692",4692,2,29,2,13,3,1,3,37
"4693",4693,14,29,1,27,4,2,3,42
"4694",4694,2,29,1,21,3,1,3,42
"4695",4695,3,29,1,46,4,1,1,47
"4696",4696,2,29,1,73,5,2,4,39
"4697",4697,13,29,1,5,4,2,1,39
"4698",4698,2,29,1,1,1,1,2,43
"4699",4699,14,29,2,2,1,1,1,33
"4700",4700,2,29,1,9,2,1,2,42
"4701",4701,2,29,1,2,2,2,1,38
"4702",4702,6,29,1,11,2,1,2,49
"4703",4703,1,29,1,2,2,1,1,43
"4704",4704,10,29,1,4,1,1,2,47
"4705",4705,2,29,1,3,3,2,1,58
"4706",4706,6,29,1,2,2,1,2,45
"4707",4707,2,29,1,3,1,1,2,55
"4708",4708,3,29,1,13,4,1,4,44
"4709",4709,4,29,1,4,3,2,1,41
"4710",4710,1,16,1,5,5,2,1,41
"4711",4711,4,29,1,5,1,1,3,35
"4712",4712,14,29,1,33,4,1,2,44
"4713",4713,2,29,1,14,4,2,4,32
"4714",4714,9,29,1,1,1,1,3,48
"4715",4715,9,29,1,33,4,1,4,41
"4716",4716,2,29,1,7,3,1,1,44
"4717",4717,2,29,1,8,3,1,1,44
"4718",4718,3,29,1,1,1,1,4,38
"4719",4719,2,29,1,1,1,1,1,62
"4720",4720,1,29,1,3,1,1,1,39
"4721",4721,2,29,1,7,4,1,1,46
"4722",4722,1,29,1,2,3,2,1,50
"4723",4723,9,29,1,1,2,2,2,57
"4724",4724,3,46,1,11,4,1,1,41
"4725",4725,2,29,1,5,5,3,4,39
"4726",4726,5,29,1,3,4,3,3,36
"4727",4727,9,29,1,2,2,1,2,54
"4728",4728,6,29,1,7,3,2,3,35
"4729",4729,3,29,1,2,1,1,3,35
"4730",4730,12,29,1,5,3,1,2,50
"4731",4731,4,29,2,1,1,1,4,38
"4732",4732,3,29,1,11,1,1,1,47
"4733",4733,9,44,2,1,3,3,3,20
"4734",4734,2,15,1,10,3,1,1,43
"4735",4735,4,29,2,1,1,1,4,28
"4736",4736,2,29,1,1,1,1,4,28
"4737",4737,14,29,1,4,3,2,3,38
"4738",4738,2,29,1,6,1,1,2,45
"4739",4739,7,29,1,1,1,1,4,33
"4740",4740,2,29,1,11,2,1,2,42
"4741",4741,2,29,1,3,2,1,2,41
"4742",4742,12,29,2,3,2,1,2,54
"4743",4743,2,29,1,16,4,1,3,41
"4744",4744,7,29,1,1,2,2,2,38
"4745",4745,9,29,1,9,4,2,4,31
"4746",4746,12,29,2,1,4,4,4,28
"4747",4747,2,29,1,6,3,2,3,33
"4748",4748,6,29,1,6,2,1,2,43
"4749",4749,14,29,1,5,3,2,3,43
"4750",4750,6,29,1,7,2,1,2,40
"4751",4751,2,29,2,1,1,1,4,38
"4752",4752,2,29,1,9,4,1,4,39
"4753",4753,9,29,1,6,4,2,4,38
"4754",4754,3,29,1,4,3,1,1,56
"4755",4755,14,29,1,3,1,1,3,46
"4756",4756,4,29,1,2,1,1,4,35
"4757",4757,4,29,1,8,5,1,3,39
"4758",4758,3,46,1,22,3,1,4,42
"4759",4759,13,29,1,1,2,2,2,38
"4760",4760,3,29,2,1,1,1,1,38
"4761",4761,9,29,1,9,2,1,2,49
"4762",4762,3,29,1,2,1,1,1,52
"4763",4763,2,29,1,1,4,4,4,33
"4764",4764,14,29,1,5,3,1,1,44
"4765",4765,6,29,1,44,3,1,1,40
"4766",4766,10,29,1,1,1,1,2,52
"4767",4767,6,29,1,11,4,2,2,45
"4768",4768,11,29,1,1,2,2,2,57
"4769",4769,2,29,1,1,1,1,1,62
"4770",4770,6,29,1,5,3,2,1,40
"4771",4771,2,29,1,19,3,1,1,43
"4772",4772,4,29,1,4,4,2,3,44
"4773",4773,2,29,1,4,2,1,2,53
"4774",4774,14,29,2,1,1,1,1,33
"4775",4775,7,29,1,5,2,2,2,48
"4776",4776,14,29,1,59,4,2,4,37
"4777",4777,3,9,1,1,1,1,1,38
"4778",4778,9,29,1,5,2,1,2,46
"4779",4779,6,29,1,1,1,1,3,48
"4780",4780,14,29,2,35,5,2,4,38
"4781",4781,14,9,2,1,1,1,1,33
"4782",4782,4,9,1,33,3,1,3,45
"4783",4783,14,46,2,1,1,1,2,52
"4784",4784,8,46,1,1,1,1,1,28
"4785",4785,2,46,1,1,3,3,3,48
"4786",4786,4,46,1,1,1,1,2,57
"4787",4787,3,46,1,1,1,1,1,43
"4788",4788,2,29,1,10,3,1,3,46
"4789",4789,2,29,1,3,1,1,2,47
"4790",4790,6,29,1,13,5,2,3,39
"4791",4791,2,29,2,3,2,1,2,38
"4792",4792,9,29,1,6,4,2,4,42
"4793",4793,2,9,1,10,2,1,2,50
"4794",4794,9,29,1,1,2,2,2,57
"4795",4795,14,46,2,5,4,2,1,43
"4796",4796,10,29,1,1,1,1,2,52
"4797",4797,2,46,1,17,4,2,4,37
"4798",4798,6,9,1,8,2,1,2,52
"4799",4799,14,29,1,4,4,2,3,40
"4800",4800,11,29,1,1,1,1,3,48
"4801",4801,2,29,1,21,4,1,1,46
"4802",4802,7,29,1,8,2,1,2,48
"4803",4803,2,29,1,2,2,2,2,67
"4804",4804,2,29,1,2,2,2,1,40
"4805",4805,2,29,1,7,3,1,1,46
"4806",4806,3,29,1,31,1,1,2,45
"4807",4807,3,29,1,5,1,1,1,56
"4808",4808,2,29,1,5,3,1,3,43
"4809",4809,7,29,1,47,5,3,4,37
"4810",4810,3,29,1,1,1,1,4,23
"4811",4811,3,29,1,11,3,1,1,40
"4812",4812,3,29,1,1,1,1,4,23
"4813",4813,3,9,1,11,1,1,1,45
"4814",4814,6,9,2,3,2,1,1,49
"4815",4815,3,9,2,5,1,1,1,47
"4816",4816,3,29,1,7,1,1,1,42
"4817",4817,3,29,1,4,2,1,2,45
"4818",4818,10,29,1,1,1,1,2,52
"4819",4819,9,29,1,2,1,1,3,38
"4820",4820,3,9,1,5,1,1,1,57
"4821",4821,3,29,1,7,2,1,2,52
"4822",4822,3,9,1,4,5,3,4,42
"4823",4823,3,29,1,11,3,1,3,39
"4824",4824,3,29,1,1,1,1,1,82
"4825",4825,3,9,1,3,3,2,3,43
"4826",4826,4,29,1,5,2,2,4,28
"4827",4827,2,29,1,12,3,1,1,40
"4828",4828,14,29,1,9,4,1,3,43
"4829",4829,2,29,2,1,2,2,4,43
"4830",4830,14,24,1,1,3,3,4,28
"4831",4831,6,29,1,18,2,1,2,47
"4832",4832,14,29,1,35,5,1,2,41
"4833",4833,2,29,2,3,2,1,3,33
"4834",4834,1,29,1,4,1,1,4,39
"4835",4835,2,29,1,2,2,2,2,47
"4836",4836,2,29,2,2,1,1,4,38
"4837",4837,1,29,1,1,1,1,1,28
"4838",4838,2,29,1,6,1,1,2,50
"4839",4839,1,29,1,11,3,1,1,41
"4840",4840,6,29,1,6,4,2,2,41
"4841",4841,3,29,1,22,1,1,1,43
"4842",4842,3,29,1,4,3,1,3,39
"4843",4843,1,29,1,2,2,1,1,52
"4844",4844,7,9,1,3,2,2,3,43
"4845",4845,4,41,1,9,3,1,1,44
"4846",4846,2,29,1,8,2,1,2,55
"4847",4847,2,9,1,18,3,2,3,42
"4848",4848,6,9,1,20,3,1,3,39
"4849",4849,14,41,2,1,1,1,1,33
"4850",4850,14,29,2,11,5,3,3,38
"4851",4851,9,29,1,13,4,1,2,45
"4852",4852,14,29,2,4,4,1,1,49
"4853",4853,2,29,1,13,4,2,1,48
"4854",4854,5,29,1,2,2,2,2,45
"4855",4855,3,29,1,14,3,1,1,51
"4856",4856,14,29,1,12,3,1,4,37
"4857",4857,8,29,1,1,1,1,1,28
"4858",4858,2,29,1,15,4,1,1,42
"4859",4859,6,29,1,3,3,2,1,38
"4860",4860,2,29,1,2,2,2,1,47
"4861",4861,2,29,1,3,3,2,1,53
"4862",4862,4,29,1,31,5,2,4,43
"4863",4863,14,29,1,13,3,1,4,39
"4864",4864,14,29,1,16,3,1,3,45
"4865",4865,14,29,2,1,1,1,1,33
"4866",4866,2,29,1,1,1,1,4,43
"4867",4867,4,29,1,1,1,1,2,57
"4868",4868,2,29,1,8,4,2,4,34
"4869",4869,6,29,1,6,2,1,1,41
"4870",4870,4,29,2,5,1,1,4,34
"4871",4871,3,29,1,8,2,1,1,50
"4872",4872,3,29,1,6,2,1,1,47
"4873",4873,13,29,1,14,3,1,3,41
"4874",4874,2,29,1,8,2,1,2,50
"4875",4875,2,29,1,5,3,1,2,40
"4876",4876,3,29,1,2,1,1,1,35
"4877",4877,2,29,1,1,1,1,2,67
"4878",4878,8,29,1,1,1,1,1,28
"4879",4879,2,29,1,7,3,1,1,40
"4880",4880,14,29,1,23,4,2,4,37
"4881",4881,2,29,1,23,3,1,2,50
"4882",4882,1,29,1,7,1,1,3,36
"4883",4883,3,29,1,1,1,1,1,43
"4884",4884,9,29,1,5,1,1,3,31
"4885",4885,2,29,1,3,4,2,2,46
"4886",4886,11,29,1,3,2,1,3,49
"4887",4887,3,29,1,2,3,2,1,33
"4888",4888,1,29,1,1,2,2,1,62
"4889",4889,9,29,1,52,5,2,4,40
"4890",4890,4,29,1,4,1,1,3,36
"4891",4891,1,29,1,5,2,1,2,53
"4892",4892,1,29,1,1,1,1,1,33
"4893",4893,2,29,1,21,5,2,2,46
"4894",4894,7,29,1,1,2,2,2,38
"4895",4895,4,29,1,2,2,1,4,40
"4896",4896,2,29,1,3,1,1,2,41
"4897",4897,3,29,1,5,1,1,1,53
"4898",4898,1,29,1,1,1,1,1,33
"4899",4899,4,29,1,41,4,1,4,40
"4900",4900,7,29,1,3,3,2,2,45
"4901",4901,14,29,1,10,4,3,3,49
"4902",4902,3,29,2,5,2,1,1,40
"4903",4903,4,29,1,3,3,2,1,42
"4904",4904,7,29,1,1,2,2,2,38
"4905",4905,9,29,1,7,3,1,2,54
"4906",4906,3,15,2,1,1,1,1,38
"4907",4907,3,29,1,4,4,1,1,31
"4908",4908,6,29,1,1,1,1,3,48
"4909",4909,2,29,1,13,1,1,2,42
"4910",4910,9,29,1,14,1,1,3,35
"4911",4911,3,29,1,23,5,2,3,42
"4912",4912,11,29,1,1,2,2,2,57
"4913",4913,2,29,1,21,4,1,3,40
"4914",4914,12,29,2,1,1,1,2,62
"4915",4915,2,29,2,6,1,1,1,45
"4916",4916,2,29,1,2,1,1,1,62
"4917",4917,11,29,1,1,1,1,3,48
"4918",4918,3,46,1,14,4,2,4,46
"4919",4919,6,29,1,6,3,2,1,43
"4920",4920,3,29,1,1,1,1,1,72
"4921",4921,3,29,1,19,5,2,4,45
"4922",4922,3,29,1,2,4,2,1,50
"4923",4923,3,29,1,2,1,1,1,57
"4924",4924,3,29,1,4,2,1,1,42
"4925",4925,7,29,1,6,2,1,2,41
"4926",4926,3,29,1,4,1,1,1,42
"4927",4927,6,29,2,1,2,2,4,28
"4928",4928,1,29,1,4,2,1,1,34
"4929",4929,11,29,1,4,2,1,3,44
"4930",4930,9,9,1,5,3,1,3,35
"4931",4931,1,29,1,10,3,1,1,41
"4932",4932,14,46,1,7,3,1,4,37
"4933",4933,2,29,1,1,1,1,2,67
"4934",4934,3,29,1,3,1,1,1,59
"4935",4935,3,29,1,1,1,1,4,38
"4936",4936,2,46,1,4,4,2,3,44
"4937",4937,2,29,1,2,2,1,2,57
"4938",4938,9,29,1,2,1,1,3,48
"4939",4939,2,29,1,13,3,1,2,43
"4940",4940,6,29,1,3,2,1,2,57
"4941",4941,14,29,2,1,5,5,4,48
"4942",4942,3,29,1,13,4,1,3,39
"4943",4943,14,29,1,9,1,1,3,46
"4944",4944,2,29,1,6,1,1,4,43
"4945",4945,7,46,1,1,1,1,4,33
"4946",4946,1,29,1,2,2,2,1,38
"4947",4947,10,29,1,9,2,1,2,54
"4948",4948,4,46,1,4,1,1,4,40
"4949",4949,11,44,1,2,3,2,3,51
"4950",4950,3,29,1,2,1,1,1,33
"4951",4951,4,29,1,4,3,2,1,40
"4952",4952,3,29,1,4,2,1,1,51
"4953",4953,14,29,1,13,3,1,3,45
"4954",4954,3,29,1,4,1,1,1,50
"4955",4955,2,29,1,4,4,2,3,41
"4956",4956,4,29,1,18,4,1,4,42
"4957",4957,2,29,1,3,3,1,1,40
"4958",4958,11,29,2,1,5,5,4,33
"4959",4959,2,29,1,1,1,1,2,67
"4960",4960,2,29,1,2,2,1,2,62
"4961",4961,1,29,1,13,3,1,1,37
"4962",4962,1,29,1,1,1,1,1,28
"4963",4963,10,29,1,2,1,1,2,52
"4964",4964,14,29,1,29,3,1,2,44
"4965",4965,1,29,1,3,2,2,1,54
"4966",4966,3,9,1,2,2,1,1,40
"4967",4967,2,24,1,1,1,1,1,62
"4968",4968,2,46,1,1,1,1,2,52
"4969",4969,6,46,1,1,1,1,2,38
"4970",4970,13,46,1,1,1,1,3,48
"4971",4971,3,46,1,1,1,1,1,43
"4972",4972,6,46,2,1,1,1,3,23
"4973",4973,11,46,1,1,1,1,3,48
"4974",4974,2,46,1,1,1,1,4,43
"4975",4975,4,29,1,3,1,1,2,49
"4976",4976,9,29,1,4,2,1,2,54
"4977",4977,3,29,1,9,2,1,2,46
"4978",4978,6,29,1,8,3,2,4,36
"4979",4979,2,29,1,2,2,1,3,38
"4980",4980,3,9,1,1,1,1,4,38
"4981",4981,2,44,1,1,1,1,4,43
"4982",4982,3,46,1,2,1,1,1,33
"4983",4983,3,29,1,3,3,2,1,44
"4984",4984,3,46,1,1,1,1,4,38
"4985",4985,2,29,1,1,1,1,4,43
"4986",4986,2,29,1,1,1,1,2,67
"4987",4987,14,29,2,8,5,3,4,33
"4988",4988,4,9,2,1,1,1,4,38
"4989",4989,2,29,1,5,4,1,1,45
"4990",4990,4,29,2,3,3,2,4,33
"4991",4991,2,29,1,6,2,1,2,47
"4992",4992,14,29,1,26,4,1,4,40
"4993",4993,1,29,1,2,2,1,1,57
"4994",4994,2,29,1,14,2,1,2,51
"4995",4995,2,29,1,3,1,1,2,60
"4996",4996,1,28,1,3,1,1,1,31
"4997",4997,4,29,1,2,1,1,4,33
"4998",4998,6,29,2,11,4,3,4,35
"4999",4999,6,29,2,6,5,4,4,41
"5000",5000,13,29,1,1,3,3,3,38
"5001",5001,14,29,1,5,5,3,4,42
"5002",5002,12,9,1,5,1,1,1,45
"5003",5003,1,9,1,3,1,1,1,42
"5004",5004,6,29,1,5,2,1,3,44
"5005",5005,14,9,1,1,2,2,3,43
"5006",5006,6,3,1,22,5,2,1,39
"5007",5007,3,9,1,3,1,1,1,44
"5008",5008,1,29,1,1,1,1,1,33
"5009",5009,3,32,1,1,1,1,4,28
"5010",5010,2,29,2,4,4,3,4,33
"5011",5011,2,29,1,9,2,1,4,41
"5012",5012,11,29,1,13,2,1,2,48
"5013",5013,3,9,1,2,1,1,1,43
"5014",5014,3,9,1,13,2,1,1,55
"5015",5015,7,42,1,1,1,1,4,33
"5016",5016,4,29,1,5,3,1,4,32
"5017",5017,3,29,2,2,1,1,1,35
"5018",5018,2,29,1,3,2,2,4,36
"5019",5019,2,29,1,3,3,2,2,49
"5020",5020,11,29,1,1,1,1,3,48
"5021",5021,6,29,1,5,3,1,3,34
"5022",5022,4,29,2,1,1,1,4,38
"5023",5023,12,41,1,4,3,1,1,42
"5024",5024,3,29,1,4,2,1,1,46
"5025",5025,9,29,1,1,2,2,4,43
"5026",5026,14,15,1,26,4,1,3,44
"5027",5027,6,9,1,10,2,1,1,46
"5028",5028,2,9,1,1,1,1,1,38
"5029",5029,2,29,1,6,5,2,2,40
"5030",5030,3,9,2,1,1,1,1,38
"5031",5031,2,12,1,20,5,2,4,34
"5032",5032,2,29,2,3,2,1,1,42
"5033",5033,3,29,1,4,4,2,4,36
"5034",5034,1,9,1,7,1,1,1,35
"5035",5035,4,29,1,17,4,1,4,40
"5036",5036,6,29,1,14,4,1,1,42
"5037",5037,2,29,1,1,1,1,2,38
"5038",5038,8,29,1,1,2,2,2,43
"5039",5039,12,29,1,2,1,1,3,43
"5040",5040,14,29,1,2,4,4,4,30
"5041",5041,2,29,1,1,1,1,2,43
"5042",5042,7,29,1,6,5,2,1,49
"5043",5043,7,29,1,1,1,1,4,33
"5044",5044,4,29,1,14,3,1,4,37
"5045",5045,6,29,1,3,1,1,3,34
"5046",5046,2,29,1,1,1,1,1,38
"5047",5047,9,29,1,8,3,1,2,46
"5048",5048,3,29,1,6,3,1,4,37
"5049",5049,13,29,1,12,3,1,2,40
"5050",5050,9,9,1,6,2,1,2,48
"5051",5051,6,29,1,2,1,1,3,48
"5052",5052,9,9,2,1,3,3,3,20
"5053",5053,14,29,1,4,2,1,3,39
"5054",5054,3,29,1,14,2,1,1,44
"5055",5055,3,29,1,3,1,1,1,49
"5056",5056,3,29,1,89,5,1,1,45
"5057",5057,2,29,1,2,2,1,2,43
"5058",5058,2,29,1,10,2,1,3,43
"5059",5059,3,29,1,7,4,1,4,43
"5060",5060,2,29,1,4,3,2,1,46
"5061",5061,3,29,1,4,3,1,3,44
"5062",5062,4,29,2,1,1,1,3,28
"5063",5063,6,29,1,2,3,2,2,29
"5064",5064,4,29,2,1,1,1,4,28
"5065",5065,3,29,1,5,1,1,4,33
"5066",5066,4,29,2,3,1,1,4,42
"5067",5067,3,29,2,1,1,1,1,38
"5068",5068,2,29,1,21,3,1,4,46
"5069",5069,4,29,1,4,1,1,1,40
"5070",5070,3,29,1,7,1,1,1,49
"5071",5071,2,29,1,12,2,1,2,53
"5072",5072,2,29,1,3,2,1,2,53
"5073",5073,2,29,1,2,1,1,2,47
"5074",5074,3,29,1,6,3,1,2,53
"5075",5075,1,29,1,4,2,1,1,40
"5076",5076,4,29,1,2,3,2,1,45
"5077",5077,7,29,1,1,5,5,4,28
"5078",5078,6,29,2,2,2,2,1,62
"5079",5079,2,29,1,1,2,2,2,62
"5080",5080,11,29,1,2,2,1,1,40
"5081",5081,4,29,1,3,2,1,4,33
"5082",5082,9,29,1,1,2,2,2,57
"5083",5083,14,29,2,1,1,1,1,33
"5084",5084,3,29,1,9,1,1,1,43
"5085",5085,9,29,1,8,3,1,2,45
"5086",5086,14,29,1,1,3,3,4,33
"5087",5087,2,29,2,1,2,2,1,38
"5088",5088,2,29,1,18,3,1,1,45
"5089",5089,2,29,1,7,3,1,1,44
"5090",5090,8,29,1,1,1,1,1,28
"5091",5091,2,29,1,7,2,1,2,49
"5092",5092,9,29,1,9,2,2,2,48
"5093",5093,2,29,1,8,3,1,1,45
"5094",5094,7,29,1,1,1,1,4,33
"5095",5095,14,29,1,2,3,3,4,28
"5096",5096,14,29,1,16,3,1,3,43
"5097",5097,2,46,1,4,2,1,2,59
"5098",5098,7,29,1,10,2,1,2,37
"5099",5099,3,29,1,3,1,1,1,64
"5100",5100,4,29,1,1,1,1,4,38
"5101",5101,12,29,1,11,2,1,2,53
"5102",5102,4,29,1,2,3,3,1,43
"5103",5103,6,29,1,6,4,3,3,47
"5104",5104,4,29,1,11,4,2,4,36
"5105",5105,3,29,1,1,1,1,1,43
"5106",5106,3,29,1,10,1,1,1,47
"5107",5107,2,24,1,5,2,1,2,62
"5108",5108,3,29,1,17,4,1,1,40
"5109",5109,4,29,1,20,4,1,4,39
"5110",5110,3,29,1,7,2,1,1,49
"5111",5111,2,29,1,17,5,1,4,36
"5112",5112,7,29,2,13,4,2,4,34
"5113",5113,2,29,1,3,3,3,4,39
"5114",5114,2,29,1,9,4,2,3,42
"5115",5115,2,29,1,12,4,2,2,46
"5116",5116,3,29,1,3,1,1,1,43
"5117",5117,3,29,1,8,1,1,1,39
"5118",5118,9,29,1,34,5,2,4,42
"5119",5119,6,29,2,5,4,2,3,46
"5120",5120,2,29,1,8,1,1,3,44
"5121",5121,3,9,1,2,1,1,1,72
"5122",5122,2,29,1,44,4,1,3,40
"5123",5123,9,29,1,6,3,1,2,38
"5124",5124,1,29,1,1,1,1,1,28
"5125",5125,9,29,1,10,4,2,4,37
"5126",5126,4,29,1,8,4,1,3,36
"5127",5127,3,29,1,7,5,1,1,36
"5128",5128,1,29,1,2,2,1,1,47
"5129",5129,3,29,1,8,2,1,2,51
"5130",5130,14,29,1,16,3,1,3,43
"5131",5131,6,29,1,12,3,1,3,34
"5132",5132,6,29,1,1,3,3,3,28
"5133",5133,1,29,1,6,3,1,1,42
"5134",5134,9,29,1,9,3,2,2,47
"5135",5135,9,29,1,17,1,1,3,40
"5136",5136,10,29,1,1,1,1,2,52
"5137",5137,1,29,1,2,4,2,4,35
"5138",5138,2,9,2,1,1,1,3,48
"5139",5139,3,16,1,3,1,1,1,46
"5140",5140,2,29,1,9,1,1,1,37
"5141",5141,9,29,1,1,2,2,2,57
"5142",5142,3,29,1,4,4,1,1,47
"5143",5143,3,29,1,4,3,1,4,34
"5144",5144,4,29,1,6,4,2,2,49
"5145",5145,3,29,1,9,3,2,1,37
"5146",5146,9,29,1,11,3,2,4,43
"5147",5147,14,29,1,12,4,2,3,40
"5148",5148,2,9,1,3,1,1,2,49
"5149",5149,1,9,1,6,3,1,1,45
"5150",5150,12,29,2,1,1,1,2,62
"5151",5151,2,29,1,5,4,1,3,38
"5152",5152,4,29,1,1,1,1,4,33
"5153",5153,3,29,1,3,2,1,1,42
"5154",5154,12,29,1,4,3,1,1,42
"5155",5155,10,16,1,1,1,1,2,52
"5156",5156,2,29,1,3,1,1,4,39
"5157",5157,12,29,1,1,2,2,2,67
"5158",5158,12,29,1,3,2,1,2,58
"5159",5159,2,29,1,3,1,1,2,52
"5160",5160,2,29,2,7,5,3,4,40
"5161",5161,3,29,1,24,5,1,1,44
"5162",5162,1,29,1,1,1,1,1,28
"5163",5163,3,46,1,10,1,1,1,48
"5164",5164,2,29,1,2,2,2,4,38
"5165",5165,2,29,1,5,3,2,1,48
"5166",5166,6,16,2,3,2,1,1,52
"5167",5167,2,29,1,3,4,3,3,48
"5168",5168,2,29,2,5,5,2,4,39
"5169",5169,2,29,1,7,4,2,1,39
"5170",5170,2,29,1,18,3,2,3,40
"5171",5171,6,29,1,4,4,2,3,50
"5172",5172,14,29,1,10,4,3,4,31
"5173",5173,3,29,1,27,3,1,4,41
"5174",5174,9,29,1,21,2,1,2,45
"5175",5175,2,29,1,8,2,1,4,34
"5176",5176,3,29,1,8,3,1,1,47
"5177",5177,10,29,1,6,1,1,4,39
"5178",5178,4,9,1,3,1,1,1,46
"5179",5179,6,29,1,6,3,2,3,39
"5180",5180,3,46,1,1,1,1,1,82
"5181",5181,3,46,1,1,1,1,1,62
"5182",5182,3,46,1,1,1,1,1,38
"5183",5183,6,46,1,1,1,1,3,33
"5184",5184,4,46,2,1,1,1,3,28
"5185",5185,2,29,1,2,1,1,2,52
"5186",5186,2,29,1,9,2,1,2,48
"5187",5187,14,29,2,3,3,1,1,36
"5188",5188,8,24,1,3,1,1,1,29
"5189",5189,1,9,1,41,3,1,1,40
"5190",5190,14,29,1,1,3,3,3,38
